0,0.025274,0,0.051141,0,0.091011,0.011051,0,0.030486,0.0091914,0,0,0,0,0.0044019,0,0.00043787,0,0.00033579,0,0,0,0,0,0.00017371,0.00045482,0,0,0.087303,0.00043844,0.0066399,0.0028969,0.0024774,0,0.021064,0.0034233,0.021944,0.0089814,0.022741,0.00011659,0.000399,0.00026307,0.0038569,0,0.0016236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022996,0,0,0,0,0,0,0,0.00027193,0
0.025274,0,0.02914,0.11255,0.014751,0.023979,0.016267,0.0050185,0.0058653,0.070683,8.6082e-05,0.090346,0.003197,0.00017972,0.012305,0.0042621,0.00097356,0,0.00030378,0,0,0,0,0.00020339,0,0.00023515,0.00071586,0,0.00023772,0.00018242,0,0,9.377e-05,0,0.002093,0.013995,0.053631,0.029888,0.02234,0,0.00010437,0.0016068,8.7326e-05,0.00020427,0,0,0,0,0,0,0,0.0011461,0.00041229,0.00051541,0.0025858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026503,0.0065471,0,0,0.00091664,0.021316,0,0.015063,0,0,0.00019289,0.00047155,9.3904e-05,0.0012295,0.00024034,0.011416,0
0,0.02914,0,0.005414,0.15357,0,0,0.074846,0,0,0.036068,0.013569,0.050803,0.10489,0.015559,0.0031204,0,0,0.0062429,0.0039733,0.0047582,0.00056242,0,0.0043836,0,0.0025774,0.0033063,0.002016,0,0,0,0,0,0,0,0.03274,0.046209,0.017311,0.0063488,0,0,0.017838,0.0038301,0.011165,0.0020497,0,0,0,0,0,0,0,0,0,0.003428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025464,0,0.0074099,0.014496,0.0073415,0.0066369,0,0,0,0,0,0.0003874,0,0.0067667,0.0040907,0
0.051141,0.11255,0.005414,0,0.027217,0.050734,0.073526,0.003587,0.004614,0.0010337,0,0.0024874,0,0,0.0080136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073152,0,0.00049422,0,0.00016875,0,0,0.0059891,0.014124,0.006598,0.0040483,0,0,0.00078856,0.00060814,0,0,0,0,0,0,0,0,0,0,0,8.432e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026607,0,0,0,0.0031189,0,0.00069786,0,0,9.1837e-05,0,0,0.0006389,0,0.001963,0
0,0.014751,0.15357,0.027217,0,0.00041128,0.015068,0.12959,9.058e-05,0,0.0001255,0.0015942,0,0.0007852,0.0091598,0,0,0,0.0030484,0,0.00062861,0.0003375,0,0.0018926,0,0.0016031,0.0014787,0.0005945,0,0,0,0.00020177,9.3735e-05,0,0,0.022625,0.040911,0.016298,0.012138,0,0,0.0065125,0.0023348,0.0019213,0.00096414,0,0,0,0,0,0,0,0,0,0.00073646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4487e-05,0,0,0.00025554,0.0018731,0,0,0,0,0,0,0.00022993,9.7862e-05,0.00028922,0.0016299,0
0.091011,0.023979,0,0.050734,0.00041128,0,0.11913,0.002153,0.084054,0.010127,0,0.0052689,0,0,0.067033,9.2509e-05,0.00032974,0,0,0,0,0,0,0,0,0.00037436,0,0,0.0086706,0,0.002171,0.0050588,0.0011366,0,0,0.0035116,0.0076818,9.281e-05,0.0011276,0,0.0053497,0.012796,0.007848,0,0.0022848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018737,0,0.00047624,0,0,0,0,0,0,0,0.00071639,0
0.011051,0.016267,0,0.073526,0.015068,0.11913,0,0.066164,0.0058819,0.001243,0,0.0049026,0,0,0.081136,0.00021255,8.542e-05,0,0.00013541,0,0,0.00011989,0,0,0,0.00066827,8.9259e-05,0,0.00082678,0,0.00060833,0.0027431,0.00048333,0,0,0.0070977,0.024893,0.0061466,0.0055484,0,0.0032346,0.0035797,0.0052379,0.00051692,0.0012122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032371,0,0,0,0,0,0,0,0.00020355,0,0.00027955,0
0,0.0050185,0.074846,0.003587,0.12959,0.002153,0.066164,0,0.0007055,0,0.016884,0.0019645,0.0017244,0.014262,0.09146,0.00028178,0,0,0.0028212,0.0074589,0.0022866,0.000161,0,0.0014646,0,0.0023253,0.0015422,0.00050933,0,0,0,0.00022454,0,0,0,0.015227,0.04766,0.016366,0.01195,0.00010213,0.00065782,0.07196,0.0038286,0.0083208,0.00089084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010616,0,0.00021522,0.0002782,0.00021501,0.00074374,0,0,0,0,0,0,0,0.00026693,0.00019043,0
0.030486,0.0058653,0,0.004614,9.058e-05,0.084054,0.0058819,0.0007055,0,0.002479,0,0.00010693,0,0,0.13719,0,0,0,0,0,0,0,0,0,8.8861e-05,0.0005211,0,8.9984e-05,0.067168,0.00045489,0.005504,0.044704,9.852e-05,0.00010028,0,8.668e-05,0.018179,0,0.00037795,0.13987,0.1111,0.022365,0.0084864,0,0.0020345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0091914,0.070683,0,0.0010337,0,0.010127,0.001243,0,0.002479,0,0,0.034551,0,0,0.0025867,0.010683,0.080856,0,0,0,0,0,0,0,0,0,0,0,8.9347e-05,0.00020978,0,0,0,0.00079236,0.052186,0.0057505,0.016851,0.0056974,0.018097,0,0,0.00010734,0,0,0,0,0,0,0,0,0,0.001401,0.00023942,0.00075654,0.0035066,0.00030649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022016,0.0037745,0,0,0,0.010716,0,0.10485,0,0,0,0.00079956,0,0.00070708,0,0.026334,0.00097321
